02fb3ee2-f001-11ed-a506-4bd9db6d2413,9eb088e8-f000-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
07e6f0bc-efe4-11ed-a506-4bd9db6d2413,98ea6ad6-efe3-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
07f01d2e-f000-11ed-a506-4bd9db6d2413,9210b8b4-effc-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
14a8632e-effa-11ed-a506-4bd9db6d2413,bc346ea4-eff9-11ed-a506-4bd9db6d2413,{'label': 'P81b_begin_of_the_end'}
27731e72-efeb-11ed-a506-4bd9db6d2413,64c8c2f6-efdf-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
27731e72-efeb-11ed-a506-4bd9db6d2413,a5e827a8-eff4-11ed-a506-4bd9db6d2413,{'label': 'P140_assigned_attribute_to'}
27731e72-efeb-11ed-a506-4bd9db6d2413,bc346ea4-eff9-11ed-a506-4bd9db6d2413,{'label': 'P4_has_time-span'}
27731e72-efeb-11ed-a506-4bd9db6d2413,8c07f038-efeb-11ed-a506-4bd9db6d2413,{'label': 'P140_assigned_attribute_to'}
27731e72-efeb-11ed-a506-4bd9db6d2413,88cdadfc-eff7-11ed-a506-4bd9db6d2413,{'label': 'P140_assigned_attribute_to'}
35c90274-effb-11ed-a506-4bd9db6d2413,784cf606-effa-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
4158c3e6-efe1-11ed-a506-4bd9db6d2413,73f8e4ca-efe1-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
4158c3e6-efe1-11ed-a506-4bd9db6d2413,64c8c2f6-efdf-11ed-a506-4bd9db6d2413,{'label': 'P1_is_identified_by'}
44a44724-effe-11ed-a506-4bd9db6d2413,9210b8b4-effc-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
4e20fab6-efe7-11ed-a506-4bd9db6d2413,98ea6ad6-efe3-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
4fad9d92-efe9-11ed-a506-4bd9db6d2413,bff06c46-efea-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
4fad9d92-efe9-11ed-a506-4bd9db6d2413,64c8c2f6-efdf-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
4fad9d92-efe9-11ed-a506-4bd9db6d2413,af5bedc4-efea-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
5fbe208c-f000-11ed-a506-4bd9db6d2413,9210b8b4-effc-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
621ff4ca-effd-11ed-a506-4bd9db6d2413,9210b8b4-effc-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
64c8c2f6-efdf-11ed-a506-4bd9db6d2413,98ea6ad6-efe3-11ed-a506-4bd9db6d2413,{'label': 'P62i_is_depicted_by'}
64c8c2f6-efdf-11ed-a506-4bd9db6d2413,784cf606-effa-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
64c8c2f6-efdf-11ed-a506-4bd9db6d2413,9eb088e8-f000-11ed-a506-4bd9db6d2413,{'label': 'L54_is_same-as'}
64c8c2f6-efdf-11ed-a506-4bd9db6d2413,9210b8b4-effc-11ed-a506-4bd9db6d2413,{'label': 'L54_is_same-as'}
72ed7758-efff-11ed-a506-4bd9db6d2413,9210b8b4-effc-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
784cf606-effa-11ed-a506-4bd9db6d2413,d77cd5e6-effb-11ed-a506-4bd9db6d2413,{'label': 'P15_was_influenced_by'}
9210b8b4-effc-11ed-a506-4bd9db6d2413,a0c2f98c-efff-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
9210b8b4-effc-11ed-a506-4bd9db6d2413,ca2f4b8e-effc-11ed-a506-4bd9db6d2413,{'label': 'P1_is_identified_by'}
9210b8b4-effc-11ed-a506-4bd9db6d2413,c949bc02-effe-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
9210b8b4-effc-11ed-a506-4bd9db6d2413,f4624bfc-effe-11ed-a506-4bd9db6d2413,{'label': 'P136i_supported_type_creation'}
98ea6ad6-efe3-11ed-a506-4bd9db6d2413,a7b1925c-efe7-11ed-a506-4bd9db6d2413,{'label': 'P2_has_type'}
98ea6ad6-efe3-11ed-a506-4bd9db6d2413,e298f216-efe7-11ed-a506-4bd9db6d2413,{'label': 'P140i_was_attributed_by'}
9eb088e8-f000-11ed-a506-4bd9db6d2413,ccd1a9be-f000-11ed-a506-4bd9db6d2413,{'label': 'P1_is_identified_by'}
bc346ea4-eff9-11ed-a506-4bd9db6d2413,ef5d2136-eff9-11ed-a506-4bd9db6d2413,{'label': 'P82a_begin_of_the_begin'}
